site_name,target_date,lat,lon,fires_7d_count,fires_30d_count,fire_max_brightness_7d,fire_avg_brightness_7d,fire_max_frp_7d,fire_avg_frp_7d,fires_persistent_days,days_since_last_fire,temp_mean,temp_max,humidity_mean,humidity_min,wind_max,rain_total,dry_days,latitude,longitude,month,season,label,label_meta_detections,label_meta_max_brightness
Bangkok,2024-02-12 00:00:00+00:00,13.7563,100.5018,0,0,0.0,0.0,0.0,0.0,0,999,29.014285714285716,34.3,74.0,36,17.4,1.5,6,13.7563,100.5018,2,0,1,1,334.3
Phoenix,2024-04-01 00:00:00+00:00,33.4484,-112.074,0,0,0.0,0.0,0.0,0.0,0,999,16.52857142857143,28.5,47.0,12,36.0,15.799999999999999,6,33.4484,-112.074,4,1,0,0,0.0
Jakarta,2025-02-10 00:00:00+00:00,-6.2088,106.8456,0,0,0.0,0.0,0.0,0.0,0,999,26.599999999999998,31.7,82.57142857142857,57,15.6,77.7,0,-6.2088,106.8456,2,0,0,0,0.0
San Diego,2024-03-25 00:00:00+00:00,32.7157,-117.1611,0,0,0.0,0.0,0.0,0.0,0,999,14.485714285714286,20.3,77.28571428571429,46,37.4,40.599999999999994,5,32.7157,-117.1611,3,1,0,0,0.0
Los Angeles,2025-08-11 00:00:00+00:00,34.0522,-118.2437,0,0,0.0,0.0,0.0,0.0,0,999,24.400000000000002,38.5,59.857142857142854,17,13.6,0.0,7,34.0522,-118.2437,8,2,0,0,0.0
San Francisco,2024-10-28 00:00:00+00:00,37.7749,-122.4194,1,1,328.9,328.9,43.2,43.2,1,5,15.157142857142858,24.6,75.28571428571429,16,25.8,0.0,7,37.7749,-122.4194,10,3,1,1,335.8
Denver,2024-07-22 00:00:00+00:00,39.7392,-104.9903,0,2,0.0,0.0,0.0,0.0,0,999,22.78571428571429,35.0,49.857142857142854,13,35.0,14.7,2,39.7392,-104.9903,7,2,0,0,0.0
Osaka,2025-02-10 00:00:00+00:00,34.6937,135.5023,0,0,0.0,0.0,0.0,0.0,0,999,2.757142857142857,11.0,58.285714285714285,27,28.1,3.8999999999999995,6,34.6937,135.5023,2,0,0,0,0.0
Santiago,2024-09-02 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,11.485714285714286,23.5,67.14285714285714,9,13.8,2.3,6,-33.4489,-70.6693,9,3,0,0,0.0
Anchorage,2024-07-08 00:00:00+00:00,61.2181,-149.9003,0,0,0.0,0.0,0.0,0.0,0,999,15.157142857142857,19.9,63.714285714285715,45,24.9,6.699999999999999,5,61.2181,-149.9003,7,2,0,0,0.0
Managua,2024-09-02 00:00:00+00:00,12.1364,-86.2514,0,0,0.0,0.0,0.0,0.0,0,999,27.71428571428571,33.5,80.14285714285714,54,24.9,36.699999999999996,0,12.1364,-86.2514,9,3,0,0,0.0
Managua,2025-09-15 00:00:00+00:00,12.1364,-86.2514,0,0,0.0,0.0,0.0,0.0,0,999,27.971428571428568,34.9,75.85714285714286,40,24.8,64.19999999999999,2,12.1364,-86.2514,9,3,0,0,0.0
Anchorage,2025-04-14 00:00:00+00:00,61.2181,-149.9003,0,0,0.0,0.0,0.0,0.0,0,999,0.38571428571428573,8.9,73.28571428571429,35,21.1,30.0,2,61.2181,-149.9003,4,1,0,0,0.0
Auckland,2024-04-15 00:00:00+00:00,-36.8485,174.7633,0,0,0.0,0.0,0.0,0.0,0,999,18.314285714285717,22.0,79.14285714285714,51,60.6,41.5,1,-36.8485,174.7633,4,1,0,0,0.0
Brisbane,2025-02-24 00:00:00+00:00,-27.4698,153.0251,0,0,0.0,0.0,0.0,0.0,0,999,24.285714285714285,30.1,65.57142857142857,36,22.5,4.1000000000000005,6,-27.4698,153.0251,2,0,0,0,0.0
Lima,2025-08-18 00:00:00+00:00,-12.0464,-77.0428,0,0,0.0,0.0,0.0,0.0,0,999,16.2,19.4,81.71428571428571,64,18.7,0.0,7,-12.0464,-77.0428,8,2,0,0,0.0
Denver,2024-08-26 00:00:00+00:00,39.7392,-104.9903,0,4,0.0,0.0,0.0,0.0,0,999,23.785714285714285,35.2,47.57142857142857,14,38.4,7.3,3,39.7392,-104.9903,8,2,0,0,0.0
San Francisco,2025-01-13 00:00:00+00:00,37.7749,-122.4194,0,0,0.0,0.0,0.0,0.0,0,999,12.471428571428573,18.5,58.42857142857143,20,29.2,0.0,7,37.7749,-122.4194,1,0,0,0,0.0
Santiago,2025-03-10 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,21.37142857142857,31.4,50.285714285714285,15,13.5,0.0,7,-33.4489,-70.6693,3,1,0,0,0.0
Seattle,2025-06-09 00:00:00+00:00,47.6062,-122.3321,0,0,0.0,0.0,0.0,0.0,0,999,18.32857142857143,29.4,58.714285714285715,29,16.5,0.1,7,47.6062,-122.3321,6,2,0,0,0.0
San Diego,2025-03-31 00:00:00+00:00,32.7157,-117.1611,0,0,0.0,0.0,0.0,0.0,0,999,15.014285714285714,22.1,78.0,47,14.7,0.7,7,32.7157,-117.1611,3,1,0,0,0.0
Santiago,2025-10-20 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,18.285714285714285,30.4,52.42857142857143,12,12.0,0.0,7,-33.4489,-70.6693,10,3,0,0,0.0
Sacramento,2025-03-03 00:00:00+00:00,38.5816,-121.4944,0,0,0.0,0.0,0.0,0.0,0,999,12.171428571428573,20.0,81.28571428571429,50,18.4,4.1,6,38.5816,-121.4944,3,1,0,0,0.0
München,2025-08-18 00:00:00+00:00,48.1351,11.582,0,0,0.0,0.0,0.0,0.0,0,999,22.857142857142858,33.3,64.85714285714286,20,17.9,9.2,4,48.1351,11.582,8,2,0,0,0.0
Sacramento,2024-12-16 00:00:00+00:00,38.5816,-121.4944,0,1,0.0,0.0,0.0,0.0,0,999,8.471428571428572,15.8,82.14285714285714,35,39.1,53.7,4,38.5816,-121.4944,12,0,0,0,0.0
Brisbane,2025-01-20 00:00:00+00:00,-27.4698,153.0251,0,0,0.0,0.0,0.0,0.0,0,999,24.557142857142853,33.5,77.57142857142857,38,22.1,24.900000000000002,1,-27.4698,153.0251,1,0,0,0,0.0
San Jose CR,2024-03-04 00:00:00+00:00,9.9281,-84.0907,0,2,0.0,0.0,0.0,0.0,0,999,20.457142857142856,28.6,64.71428571428571,36,17.0,0.1,7,9.9281,-84.0907,3,1,0,0,0.0
San Jose CR,2024-08-26 00:00:00+00:00,9.9281,-84.0907,0,0,0.0,0.0,0.0,0.0,0,999,20.028571428571432,26.1,85.14285714285714,58,14.5,100.0,0,9.9281,-84.0907,8,2,0,0,0.0
Sacramento,2024-07-08 00:00:00+00:00,38.5816,-121.4944,1,8,351.0,351.0,49.0,49.0,1,5,31.75714285714286,45.5,29.428571428571427,7,18.3,0.0,7,38.5816,-121.4944,7,2,0,0,0.0
Tokyo,2024-10-14 00:00:00+00:00,35.6762,139.6503,0,0,0.0,0.0,0.0,0.0,0,999,18.942857142857143,28.5,80.85714285714286,46,35.4,47.3,5,35.6762,139.6503,10,3,0,0,0.0
Port-au-Prince,2024-09-23 00:00:00+00:00,18.5944,-72.3074,0,0,0.0,0.0,0.0,0.0,0,999,31.357142857142854,38.7,54.0,22,25.3,2.9000000000000004,6,18.5944,-72.3074,9,3,0,0,0.0
Manila,2024-03-11 00:00:00+00:00,14.5995,120.9842,1,1,331.7,331.7,43.6,43.6,1,5,28.05714285714286,34.0,64.42857142857143,32,21.5,9.3,4,14.5995,120.9842,3,1,0,0,0.0
Quito,2025-08-18 00:00:00+00:00,-0.1807,-78.4678,0,0,0.0,0.0,0.0,0.0,0,999,11.9,18.6,76.0,40,15.4,51.400000000000006,3,-0.1807,-78.4678,8,2,0,0,0.0
Melbourne,2025-02-10 00:00:00+00:00,-37.8136,144.9631,0,2,0.0,0.0,0.0,0.0,0,999,22.785714285714285,37.5,64.71428571428571,20,23.7,16.200000000000003,5,-37.8136,144.9631,2,0,0,0,0.0
Santiago,2025-02-03 00:00:00+00:00,-33.4489,-70.6693,0,5,0.0,0.0,0.0,0.0,0,999,23.12857142857143,33.0,43.142857142857146,20,13.7,0.0,7,-33.4489,-70.6693,2,0,1,5,363.3
Quito,2025-03-24 00:00:00+00:00,-0.1807,-78.4678,0,0,0.0,0.0,0.0,0.0,0,999,12.114285714285714,19.5,81.57142857142857,46,11.8,59.300000000000004,1,-0.1807,-78.4678,3,1,0,0,0.0
Tampa,2025-02-17 00:00:00+00:00,27.9506,-82.4572,0,0,0.0,0.0,0.0,0.0,0,999,23.014285714285712,29.9,76.85714285714286,37,29.3,6.6000000000000005,6,27.9506,-82.4572,2,0,1,2,351.5
Hamburg,2024-06-24 00:00:00+00:00,53.5511,9.9937,0,0,0.0,0.0,0.0,0.0,0,999,16.571428571428573,23.0,78.85714285714286,48,24.9,17.399999999999995,4,53.5511,9.9937,6,2,0,0,0.0
Denver,2024-03-18 00:00:00+00:00,39.7392,-104.9903,0,2,0.0,0.0,0.0,0.0,0,999,1.5428571428571427,16.6,74.85714285714286,15,24.7,41.7,4,39.7392,-104.9903,3,1,0,0,0.0
Sacramento,2024-02-12 00:00:00+00:00,38.5816,-121.4944,0,0,0.0,0.0,0.0,0.0,0,999,8.271428571428572,15.6,81.85714285714286,42,26.9,32.400000000000006,4,38.5816,-121.4944,2,0,0,0,0.0
Lima,2024-06-17 00:00:00+00:00,-12.0464,-77.0428,0,0,0.0,0.0,0.0,0.0,0,999,16.071428571428573,19.0,84.28571428571429,68,22.0,0.0,7,-12.0464,-77.0428,6,2,0,0,0.0
Jakarta,2025-05-05 00:00:00+00:00,-6.2088,106.8456,0,0,0.0,0.0,0.0,0.0,0,999,28.171428571428574,34.2,75.85714285714286,44,10.7,33.6,0,-6.2088,106.8456,5,1,0,0,0.0
Bangkok,2024-07-29 00:00:00+00:00,13.7563,100.5018,0,0,0.0,0.0,0.0,0.0,0,999,27.52857142857143,32.2,85.0,66,19.1,65.30000000000001,0,13.7563,100.5018,7,2,0,0,0.0
New Orleans,2024-05-20 00:00:00+00:00,29.9511,-90.0715,0,0,0.0,0.0,0.0,0.0,0,999,25.6,30.3,79.57142857142857,46,33.9,88.19999999999999,3,29.9511,-90.0715,5,1,0,0,0.0
Tampa,2025-06-30 00:00:00+00:00,27.9506,-82.4572,0,0,0.0,0.0,0.0,0.0,0,999,27.485714285714288,34.6,72.57142857142857,34,17.3,14.4,1,27.9506,-82.4572,6,2,1,1,347.7
Sacramento,2025-06-16 00:00:00+00:00,38.5816,-121.4944,2,3,337.5,337.2,60.9,58.5,1,3,21.742857142857144,34.5,49.142857142857146,9,16.1,0.0,7,38.5816,-121.4944,6,2,1,2,378.3
Mexico City,2024-02-12 00:00:00+00:00,19.4326,-99.1332,1,2,334.5,334.5,58.0,58.0,1,6,16.571428571428573,29.7,36.714285714285715,6,24.5,0.0,7,19.4326,-99.1332,2,0,0,0,0.0
Tokyo,2024-12-23 00:00:00+00:00,35.6762,139.6503,0,0,0.0,0.0,0.0,0.0,0,999,6.171428571428572,14.3,60.142857142857146,24,24.1,3.0,6,35.6762,139.6503,12,0,0,0,0.0
Anchorage,2024-04-22 00:00:00+00:00,61.2181,-149.9003,0,0,0.0,0.0,0.0,0.0,0,999,1.642857142857143,13.1,68.71428571428571,20,13.0,0.0,7,61.2181,-149.9003,4,1,0,0,0.0
Frankfurt,2025-05-05 00:00:00+00:00,50.1109,8.6821,0,0,0.0,0.0,0.0,0.0,0,999,17.37142857142857,29.0,54.857142857142854,16,20.8,6.2,6,50.1109,8.6821,5,1,0,0,0.0
San Diego,2024-08-26 00:00:00+00:00,32.7157,-117.1611,0,3,0.0,0.0,0.0,0.0,0,999,21.728571428571428,29.0,75.0,37,20.3,0.0,7,32.7157,-117.1611,8,2,0,0,0.0
Auckland,2025-09-08 00:00:00+00:00,-36.8485,174.7633,0,0,0.0,0.0,0.0,0.0,0,999,12.985714285714286,16.6,74.14285714285714,51,35.1,12.9,5,-36.8485,174.7633,9,3,0,0,0.0
Port-au-Prince,2025-04-14 00:00:00+00:00,18.5944,-72.3074,0,1,0.0,0.0,0.0,0.0,0,999,26.628571428571426,34.0,67.0,22,15.3,34.8,3,18.5944,-72.3074,4,1,0,0,0.0
Sacramento,2024-08-26 00:00:00+00:00,38.5816,-121.4944,0,6,0.0,0.0,0.0,0.0,0,999,22.185714285714287,35.5,51.57142857142857,12,23.0,8.4,6,38.5816,-121.4944,8,2,0,0,0.0
San Francisco,2025-07-14 00:00:00+00:00,37.7749,-122.4194,0,0,0.0,0.0,0.0,0.0,0,999,15.085714285714285,19.5,81.28571428571429,60,20.9,0.0,7,37.7749,-122.4194,7,2,1,1,336.9
Tampa,2024-02-12 00:00:00+00:00,27.9506,-82.4572,0,0,0.0,0.0,0.0,0.0,0,999,16.257142857142856,26.9,73.71428571428571,44,28.7,12.2,6,27.9506,-82.4572,2,0,1,16,381.1
Santiago,2024-08-12 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,9.885714285714286,20.3,56.857142857142854,8,11.1,19.6,5,-33.4489,-70.6693,8,2,0,0,0.0
Lima,2024-04-15 00:00:00+00:00,-12.0464,-77.0428,0,0,0.0,0.0,0.0,0.0,0,999,22.028571428571432,25.5,80.85714285714286,65,29.0,0.0,7,-12.0464,-77.0428,4,1,0,0,0.0
Phoenix,2025-09-15 00:00:00+00:00,33.4484,-112.074,0,0,0.0,0.0,0.0,0.0,0,999,32.91428571428572,41.0,26.428571428571427,10,18.7,0.0,7,33.4484,-112.074,9,3,0,0,0.0
Lima,2025-07-07 00:00:00+00:00,-12.0464,-77.0428,0,0,0.0,0.0,0.0,0.0,0,999,17.028571428571432,20.6,83.71428571428571,67,17.8,0.0,7,-12.0464,-77.0428,7,2,0,0,0.0
Osaka,2024-08-26 00:00:00+00:00,34.6937,135.5023,0,0,0.0,0.0,0.0,0.0,0,999,29.02857142857143,33.9,80.14285714285714,55,23.8,60.89999999999999,3,34.6937,135.5023,8,2,0,0,0.0
New Orleans,2025-02-03 00:00:00+00:00,29.9511,-90.0715,0,0,0.0,0.0,0.0,0.0,0,999,15.328571428571427,24.2,82.0,35,25.6,2.9,6,29.9511,-90.0715,2,0,1,3,325.7
San Diego,2024-07-01 00:00:00+00:00,32.7157,-117.1611,1,2,338.3,338.3,39.8,39.8,1,2,20.342857142857145,25.5,75.71428571428571,50,20.0,0.0,7,32.7157,-117.1611,7,2,1,7,359.3
Phoenix,2025-04-28 00:00:00+00:00,33.4484,-112.074,0,0,0.0,0.0,0.0,0.0,0,999,24.157142857142855,32.8,16.714285714285715,5,17.5,0.0,7,33.4484,-112.074,4,1,0,0,0.0
Portland,2024-09-16 00:00:00+00:00,45.5152,-122.6784,0,0,0.0,0.0,0.0,0.0,0,999,16.914285714285715,26.8,72.14285714285714,27,16.8,31.599999999999998,5,45.5152,-122.6784,9,3,0,0,0.0
Bangkok,2024-06-17 00:00:00+00:00,13.7563,100.5018,0,0,0.0,0.0,0.0,0.0,0,999,29.32857142857143,35.2,77.42857142857143,49,23.1,15.4,1,13.7563,100.5018,6,2,0,0,0.0
Santiago,2024-07-01 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,10.514285714285716,18.7,61.285714285714285,16,13.0,0.2,7,-33.4489,-70.6693,7,2,0,0,0.0
Denver,2025-03-03 00:00:00+00:00,39.7392,-104.9903,0,0,0.0,0.0,0.0,0.0,0,999,5.871428571428571,17.9,51.142857142857146,14,22.4,0.0,7,39.7392,-104.9903,3,1,0,0,0.0
Sacramento,2024-08-12 00:00:00+00:00,38.5816,-121.4944,1,5,319.8,319.8,88.3,88.3,1,7,25.657142857142862,40.8,45.285714285714285,7,18.2,0.0,7,38.5816,-121.4944,8,2,1,1,350.6
Tokyo,2024-06-24 00:00:00+00:00,35.6762,139.6503,0,0,0.0,0.0,0.0,0.0,0,999,22.38571428571429,29.7,80.71428571428571,46,37.5,150.2,3,35.6762,139.6503,6,2,0,0,0.0
Wellington,2024-06-17 00:00:00+00:00,-41.2865,174.7762,0,0,0.0,0.0,0.0,0.0,0,999,11.328571428571427,15.7,82.14285714285714,62,45.7,38.699999999999996,4,-41.2865,174.7762,6,2,0,0,0.0
Frankfurt,2024-05-27 00:00:00+00:00,50.1109,8.6821,0,0,0.0,0.0,0.0,0.0,0,999,15.842857142857143,23.3,79.71428571428571,39,19.0,28.4,5,50.1109,8.6821,5,1,0,0,0.0
München,2025-03-24 00:00:00+00:00,48.1351,11.582,0,0,0.0,0.0,0.0,0.0,0,999,6.385714285714286,17.5,69.0,37,17.5,3.7,6,48.1351,11.582,3,1,0,0,0.0
Hamburg,2025-09-15 00:00:00+00:00,53.5511,9.9937,0,0,0.0,0.0,0.0,0.0,0,999,15.971428571428572,23.5,75.57142857142857,43,22.8,8.4,6,53.5511,9.9937,9,3,0,0,0.0
Seattle,2024-11-25 00:00:00+00:00,47.6062,-122.3321,0,2,0.0,0.0,0.0,0.0,0,999,7.3428571428571425,13.7,79.57142857142857,52,38.6,29.7,1,47.6062,-122.3321,11,3,0,0,0.0
Berlin,2024-04-01 00:00:00+00:00,52.52,13.405,0,0,0.0,0.0,0.0,0.0,0,999,9.87142857142857,21.7,75.57142857142857,50,34.0,4.6,5,52.52,13.405,4,1,0,0,0.0
Wellington,2024-04-29 00:00:00+00:00,-41.2865,174.7762,0,0,0.0,0.0,0.0,0.0,0,999,13.542857142857143,16.2,72.57142857142857,44,57.3,2.2,6,-41.2865,174.7762,4,1,0,0,0.0
Hamburg,2024-06-03 00:00:00+00:00,53.5511,9.9937,0,0,0.0,0.0,0.0,0.0,0,999,16.200000000000003,23.6,81.14285714285714,49,24.3,47.900000000000006,1,53.5511,9.9937,6,2,0,0,0.0
Osaka,2025-07-07 00:00:00+00:00,34.6937,135.5023,0,0,0.0,0.0,0.0,0.0,0,999,30.271428571428576,35.2,66.57142857142857,42,15.8,27.200000000000003,5,34.6937,135.5023,7,2,0,0,0.0
Manila,2024-03-04 00:00:00+00:00,14.5995,120.9842,0,0,0.0,0.0,0.0,0.0,0,999,27.52857142857143,34.3,60.57142857142857,32,23.4,0.1,7,14.5995,120.9842,3,1,1,2,347.9
Santiago,2025-01-06 00:00:00+00:00,-33.4489,-70.6693,4,17,340.3,335.15,64.8,44.05,1,4,23.042857142857144,31.9,44.0,21,14.8,0.0,7,-33.4489,-70.6693,1,0,0,0,0.0
Jakarta,2025-06-16 00:00:00+00:00,-6.2088,106.8456,0,0,0.0,0.0,0.0,0.0,0,999,28.12857142857143,33.5,75.85714285714286,46,12.9,10.9,2,-6.2088,106.8456,6,2,0,0,0.0
Santiago,2024-01-29 00:00:00+00:00,-33.4489,-70.6693,8,10,391.5,361.19999999999993,314.5,130.5625,2,4,23.300000000000004,34.8,53.714285714285715,22,21.2,0.0,7,-33.4489,-70.6693,1,0,1,8,388.3
Frankfurt,2024-05-20 00:00:00+00:00,50.1109,8.6821,0,0,0.0,0.0,0.0,0.0,0,999,16.24285714285714,25.2,78.14285714285714,39,16.2,24.4,2,50.1109,8.6821,5,1,0,0,0.0
Auckland,2025-06-16 00:00:00+00:00,-36.8485,174.7633,0,0,0.0,0.0,0.0,0.0,0,999,14.071428571428571,18.8,85.0,66,30.0,58.300000000000004,0,-36.8485,174.7633,6,2,0,0,0.0
Melbourne,2024-07-29 00:00:00+00:00,-37.8136,144.9631,0,0,0.0,0.0,0.0,0.0,0,999,10.785714285714286,16.1,72.85714285714286,51,37.0,18.5,3,-37.8136,144.9631,7,2,0,0,0.0
Honolulu,2024-08-26 00:00:00+00:00,21.3099,-157.8581,0,0,0.0,0.0,0.0,0.0,0,999,25.7,29.7,73.28571428571429,49,39.0,16.2,4,21.3099,-157.8581,8,2,0,0,0.0
Los Angeles,2025-10-13 00:00:00+00:00,34.0522,-118.2437,0,0,0.0,0.0,0.0,0.0,0,999,20.642857142857142,31.0,67.85714285714286,27,14.0,15.6,6,34.0522,-118.2437,10,3,0,0,0.0
Houston,2025-01-27 00:00:00+00:00,29.7604,-95.3698,0,0,0.0,0.0,0.0,0.0,0,999,5.185714285714285,20.1,69.57142857142857,34,20.9,38.2,4,29.7604,-95.3698,1,0,0,0,0.0
Osaka,2024-04-01 00:00:00+00:00,34.6937,135.5023,0,1,0.0,0.0,0.0,0.0,0,999,13.028571428571427,21.6,75.42857142857143,38,47.7,56.79999999999999,2,34.6937,135.5023,4,1,0,0,0.0
Manila,2025-04-14 00:00:00+00:00,14.5995,120.9842,0,1,0.0,0.0,0.0,0.0,0,999,30.67142857142857,36.9,60.285714285714285,25,20.2,1.9,7,14.5995,120.9842,4,1,1,1,323.9
Santiago,2025-04-28 00:00:00+00:00,-33.4489,-70.6693,0,0,0.0,0.0,0.0,0.0,0,999,15.72857142857143,25.2,66.42857142857143,20,10.4,0.1,7,-33.4489,-70.6693,4,1,0,0,0.0
Tampa,2025-06-23 00:00:00+00:00,27.9506,-82.4572,0,0,0.0,0.0,0.0,0.0,0,999,27.614285714285717,34.3,73.71428571428571,37,16.3,41.6,0,27.9506,-82.4572,6,2,1,4,355.0
Melbourne,2024-03-25 00:00:00+00:00,-37.8136,144.9631,0,0,0.0,0.0,0.0,0.0,0,999,17.52857142857143,30.2,61.57142857142857,31,36.7,0.8,7,-37.8136,144.9631,3,1,1,4,358.3
Mexico City,2024-02-26 00:00:00+00:00,19.4326,-99.1332,2,3,378.7,371.15,369.5,300.25,1,1,16.84285714285714,29.0,41.285714285714285,6,19.2,0.0,7,19.4326,-99.1332,2,0,1,3,348.5
Osaka,2024-05-13 00:00:00+00:00,34.6937,135.5023,0,3,0.0,0.0,0.0,0.0,0,999,17.214285714285715,24.9,72.14285714285714,32,33.5,41.7,4,34.6937,135.5023,5,1,0,0,0.0
Anchorage,2024-10-21 00:00:00+00:00,61.2181,-149.9003,0,0,0.0,0.0,0.0,0.0,0,999,-0.21428571428571425,5.8,74.28571428571429,45,22.7,0.0,7,61.2181,-149.9003,10,3,0,0,0.0
Osaka,2024-06-24 00:00:00+00:00,34.6937,135.5023,0,0,0.0,0.0,0.0,0.0,0,999,23.285714285714285,28.8,80.28571428571429,45,40.0,198.89999999999998,2,34.6937,135.5023,6,2,0,0,0.0
Houston,2024-11-11 00:00:00+00:00,29.7604,-95.3698,0,2,0.0,0.0,0.0,0.0,0,999,23.699999999999996,28.8,82.0,53,38.8,62.8,1,29.7604,-95.3698,11,3,0,0,0.0
Portland,2024-03-04 00:00:00+00:00,45.5152,-122.6784,0,0,0.0,0.0,0.0,0.0,0,999,4.185714285714286,9.9,86.42857142857143,52,36.5,72.7,0,45.5152,-122.6784,3,1,0,0,0.0
Portland,2024-07-29 00:00:00+00:00,45.5152,-122.6784,0,0,0.0,0.0,0.0,0.0,0,999,19.142857142857142,29.6,59.142857142857146,23,25.2,0.1,7,45.5152,-122.6784,7,2,0,0,0.0
Houston,2025-09-15 00:00:00+00:00,29.7604,-95.3698,0,0,0.0,0.0,0.0,0.0,0,999,26.585714285714285,33.0,67.42857142857143,37,11.4,1.3,6,29.7604,-95.3698,9,3,0,0,0.0
Anchorage,2024-07-22 00:00:00+00:00,61.2181,-149.9003,0,0,0.0,0.0,0.0,0.0,0,999,13.914285714285715,23.9,81.14285714285714,47,14.8,22.7,4,61.2181,-149.9003,7,2,0,0,0.0
Quito,2024-08-12 00:00:00+00:00,-0.1807,-78.4678,0,3,0.0,0.0,0.0,0.0,0,999,12.271428571428572,20.3,76.85714285714286,35,14.6,31.8,1,-0.1807,-78.4678,8,2,0,0,0.0
Jakarta,2024-04-01 00:00:00+00:00,-6.2088,106.8456,0,0,0.0,0.0,0.0,0.0,0,999,27.014285714285712,32.7,86.42857142857143,58,15.1,69.4,0,-6.2088,106.8456,4,1,0,0,0.0
Honolulu,2025-08-11 00:00:00+00:00,21.3099,-157.8581,0,0,0.0,0.0,0.0,0.0,0,999,26.114285714285717,31.0,68.71428571428571,43,24.0,3.0,6,21.3099,-157.8581,8,2,0,0,0.0
München,2024-12-09 00:00:00+00:00,48.1351,11.582,0,0,0.0,0.0,0.0,0.0,0,999,2.7571428571428567,6.7,83.14285714285714,46,31.8,27.2,2,48.1351,11.582,12,0,0,0,0.0
San Jose CR,2024-09-02 00:00:00+00:00,9.9281,-84.0907,0,0,0.0,0.0,0.0,0.0,0,999,20.114285714285717,27.0,85.85714285714286,57,12.6,93.5,2,9.9281,-84.0907,9,3,0,0,0.0
Phoenix,2025-07-21 00:00:00+00:00,33.4484,-112.074,0,0,0.0,0.0,0.0,0.0,0,999,33.957142857142856,42.0,29.714285714285715,13,17.5,6.3,6,33.4484,-112.074,7,2,0,0,0.0
Los Angeles,2024-11-18 00:00:00+00:00,34.0522,-118.2437,0,1,0.0,0.0,0.0,0.0,0,999,14.514285714285714,26.0,46.42857142857143,9,21.9,0.3,7,34.0522,-118.2437,11,3,0,0,0.0
San Diego,2025-06-23 00:00:00+00:00,32.7157,-117.1611,6,6,370.2,354.8333333333333,784.4,331.25,3,2,19.0,25.8,75.28571428571429,48,15.9,0.0,7,32.7157,-117.1611,6,2,0,0,0.0
Phoenix,2024-08-19 00:00:00+00:00,33.4484,-112.074,0,0,0.0,0.0,0.0,0.0,0,999,35.84285714285714,43.3,28.857142857142858,14,30.2,3.2,6,33.4484,-112.074,8,2,0,0,0.0
Honolulu,2025-04-14 00:00:00+00:00,21.3099,-157.8581,0,2,0.0,0.0,0.0,0.0,0,999,23.34285714285715,28.2,72.85714285714286,46,28.2,13.900000000000002,2,21.3099,-157.8581,4,1,0,0,0.0
New Orleans,2024-08-12 00:00:00+00:00,29.9511,-90.0715,0,0,0.0,0.0,0.0,0.0,0,999,30.77142857142857,36.5,64.42857142857143,39,21.7,1.1,7,29.9511,-90.0715,8,2,0,0,0.0
San Diego,2025-10-06 00:00:00+00:00,32.7157,-117.1611,0,0,0.0,0.0,0.0,0.0,0,999,19.557142857142853,24.1,76.28571428571429,49,15.5,0.0,7,32.7157,-117.1611,10,3,0,0,0.0
Houston,2024-07-15 00:00:00+00:00,29.7604,-95.3698,0,0,0.0,0.0,0.0,0.0,0,999,26.442857142857143,33.2,85.14285714285714,46,75.7,135.29999999999998,2,29.7604,-95.3698,7,2,0,0,0.0
Brisbane,2024-12-23 00:00:00+00:00,-27.4698,153.0251,0,2,0.0,0.0,0.0,0.0,0,999,23.67142857142857,30.4,79.14285714285714,47,21.3,76.1,4,-27.4698,153.0251,12,0,0,0,0.0
Frankfurt,2025-08-04 00:00:00+00:00,50.1109,8.6821,0,0,0.0,0.0,0.0,0.0,0,999,17.357142857142858,22.7,77.57142857142857,45,16.3,26.699999999999996,1,50.1109,8.6821,8,2,0,0,0.0
Mexico City,2024-10-07 00:00:00+00:00,19.4326,-99.1332,0,0,0.0,0.0,0.0,0.0,0,999,15.37142857142857,22.0,77.71428571428571,46,26.4,57.0,2,19.4326,-99.1332,10,3,0,0,0.0
Brisbane,2024-11-18 00:00:00+00:00,-27.4698,153.0251,0,1,0.0,0.0,0.0,0.0,0,999,23.47142857142857,32.2,82.28571428571429,49,19.8,94.9,2,-27.4698,153.0251,11,3,0,0,0.0
San Francisco,2025-08-25 00:00:00+00:00,37.7749,-122.4194,0,0,0.0,0.0,0.0,0.0,0,999,16.771428571428572,25.5,77.57142857142857,43,21.5,0.3,7,37.7749,-122.4194,8,2,0,0,0.0
Wellington,2025-02-03 00:00:00+00:00,-41.2865,174.7762,0,0,0.0,0.0,0.0,0.0,0,999,16.67142857142857,20.4,80.57142857142857,41,44.8,24.6,3,-41.2865,174.7762,2,0,0,0,0.0
